"","x"
"V11199",-120.8958242
"V11200",-77.0368707
"V11201",-77.4360481
"V11202",-93.0899578
"V11203",-106.2800242
"V11204",-95.712891
"V11205",46.6752957
"V11206",-121.4943996
"V11207",-94.5785667
"V11208",-122.5210007
"V11209",-79.3831843
"V11210",-118.2436849
"V11211",-93.2650108
"V11212",-77.0368707
"V11213",-82.907123
"V11214",-84.3879824
"V11215",-4.4213988
"V11216",-96.9292104
"V11217",43.679291
"V11218",-87.6297982
"V11219",-88.0834059
"V11220",-82.4571776
"V11221",-86.1349019
"V11222",-71.5723953
"V11223",-95.712891
"V11224",-87.6297982
"V11225",-106.2800242
"V11226",-75.3076883
"V11227",-85.3096801
"V11228",12.56738
"V11229",144.9630576
"V11230",-3.1672365
"V11231",-81.5157535
"V11232",-95.712891
"V11233",-95.4884746
"V11234",-75.1652215
"V11235",-90.1994042
"V11236",-79.6903316
"V11237",-118.2436849
"V11238",-118.2436849
"V11239",-104.990251
"V11240",-111.9400054
"V11241",2.2544335
"V11242",-122.8037102
"V11243",-122.2913078
"V11244",-96.7969879
"V11245",-122.3320708
"V11246",-74.0059728
"V11247",-99.9018131
"V11248",-118.2436849
"V11249",-0.1923088
"V11250",-0.1923088
"V11251",-0.174936
"V11252",-87.6297982
"V11253",-95.90194
"V11254",77.2090212
"V11255",-94.6707917
"V11256",-111.9880199
"V11257",-118.2436849
"V11258",-90.0489801
"V11259",-71.0588801
"V11260",-91.8318334
"V11261",-86.80249
"V11262",121.4737021
"V11263",-119.5588208
"V11264",-117.8311428
"V11265",-97.7430608
"V11266",-79.0192997
"V11267",-80.8431267
"V11268",-87.9497102
"V11269",-71.0588801
"V11270",-75.1567883
"V11271",-89.9839935
"V11272",-98.3420118
"V11273",-72.9278835
"V11274",-77.2651592
"V11275",-118.2436849
"V11276",-86.8099885
"V11277",-97.7430608
"V11278",-82.34082
"V11279",-95.3698028
"V11280",-72.9492703
"V11281",-111.8910474
"V11282",-94.6858998
"V11283",-118.2436849
"V11284",-99.9018131
"V11285",-87.9064736
"V11286",-89.3985283
"V11287",-122.4194155
"V11288",-79.0192997
"V11289",-98.4936282
"V11290",-117.1610838
"V11291",-84.2700179
"V11292",-105.0874842
"V11293",-96.4003069
"V11294",-96.4003069
"V11295",-119.4179324
"V11296",-91.9623327
"V11297",-79.3831843
"V11298",-70.6692655
"V11299",-76.5660529
"V11300",-74.0059728
"V11301",-120.5542012
"V11302",-94.8858492
"V11303",139.6917064
"V11304",-122.406257
"V11305",-95.712891
"V11306",-93.2650108
"V11307",-81.7981908
"V11308",-63.5916555
"V11309",-96.7311034
"V11310",-79.7919754
"V11311",-82.4571776
"V11312",-98.4864829
"V11313",-73.8648268
"V21",43.653226
"V22",37.9100783
"V23",43.0895577
"V24",56.130366
"V25",39.0839973
"V26",41.308274
"V27",34.9495672
"V28",21.2854067
"V29",37.09024
"V210",35.4993031
"V211",38.9536174
"V212",36.1699412
"V213",45.5579451
"V214",36.1699412
"V215",38.5736176
"V216",41.6639383
"V217",26.3184123
"V218",34.0686208
"V219",38.9071923
"V220",44.9374831
"V221",43.2994285
"V222",38.9071923
"V223",40.7127753
"V224",33.7489954
"V225",29.7604267
"V226",33.7489954
"V227",44.3893556
"V228",43.653226
"V229",38.963745
"V230",30.1644657
"V231",41.3934144
"V232",35.9606384
"V233",41.6005448
"V234",37.09024
"V235",33.1031744
"V236",44.1635775
"V237",39.7392358
"V238",40.6331249
"V239",40.7234542
"V240",35.0109911
"V241",39.4352789
"V242",40.6685393
"V243",33.7489954
"V244",30.4382559
"V245",24.6702825
"V246",36.778261
"V247",40.719283
"V248",-25.274398
"V249",43.1938516
"V250",40.2671941
"V251",38.9071923
"V252",36.1988592
"V253",36.1699412
"V254",44.9537029
"V255",33.4941704
"V256",42.3600825
"V257",38.882334
"V258",43.0559571
"V259",36.1699412
"V260",40.7127753
"V261",41.2523634
"V262",43.7844397
"V263",41.7434092
"V264",38.8026097
"V265",32.7770737
"V266",41.8781136
"V267",41.8781136
"V268",44.4956482
"V269",38.984652
"V270",30.267153
"V271",18.735693
"V272",35.1427533
"V273",40.8298006
"V274",30.9842977
"V275",43.653226
"V276",36.1699412
"V277",31.9685988
"V278",38.9906657
"V279",40.7127753
"V280",36.8529263
"V281",28.6131122
"V282",51.0486151
"V283",-6.1138942
"V284",38.9071923
"V285",43.653226
"V286",47.6062095
"V287",37.4529598
"V288",40.7127753
"V289",33.1506744
"V290",39.9611755
"V291",38.8212889
"V292",38.9906657
"V293",38.9071923
"V294",50.768035
"V295",42.3736158
"V296",43.0829453
"V297",43.653226
"V298",39.7392358
"V299",42.3600825
"V2100",44.8831125
"V2101",32.715738
"V2102",-6.3959549
"V2103",43.653226
"V2104",26.9342246
"V2105",26.9342246
"V2106",46.9420431
"V2107",39.8422093
"V2108",56.130366
"V2109",39.7606013
"V2110",37.7795941
"V2111",40.4172871
"V2112",40.6781784
"V2113",45.4215296
"V2114",37.4337342
"V2115",34.8526176
"V2116",34.8526176
"V2117",40.4175762
"V2118",37.09024
"V2119",40.4172871
"V2120",40.7859331
"V2121",38.9071923
"V2122",36.1699412
"V2123",44.9537029
"V2124",31.9685988
"V2125",55.755826
"V2126",38.9071923
"V2127",34.0959769
"V2128",38.9071923
"V2129",38.9071923
"V2130",45.253783
"V2131",37.654656
"V2132",39.0839973
"V2133",29.9716905
"V2134",37.7749295
"V2135",51.5070995
"V2136",37.8271784
"V2137",41.308274
"V2138",31.046051
"V2139",40.7127753
"V2140",40.1028264
"V2141",40.7127753
"V2142",43.077222
"V2143",35.463494
"V2144",40.7127753
"V2145",40.7127753
"V2146",40.010837
"V2147",32.7766642
"V2148",32.9445682
"V2149",35.0077519
"V2150",34.0522342
"V2151",33.7489954
"V2152",43.653226
"V2153",42.9851272
"V2154",35.1299623
"V2155",41.4819932
"V2156",41.8239891
"V2157",39.9689532
"V2158",39.9403453
"V2159",45.1841122
"V2160",42.9849233
"V2161",36.153315
"V2162",39.1031182
"V2163",35.7795897
"V2164",56.130366
"V2165",31.5203696
"V2166",30.4382559
"V2167",45.4215296
"V2168",31.4382686
"V2169",44.5130038
"V2170",35.7595731
"V2171",36.9853543
"V2172",39.9611755
"V2173",41.3308237
"V2174",35.1591307
"V2175",-12.0463731
"V2176",25.7616798
"V2177",42.3736158
"V2178",38.9071923
"V2179",38.9071923
"V2180",39.445723
"V2181",36.214796
"V2182",37.4315734
"V2183",39.7674578
"V2184",43.610769
"V2185",21.1227621
"V2186",46.5653163
"V2187",33.8648262
"V2188",40.7127753
"V2189",40.6781784
"V2190",38.640288
"V2191",41.5800945
"V2192",32.7764749
"V2193",36.1699412
"V2194",50.5659752
"V2195",61.92411
"V2196",37.3456569
"V2197",36.1699412
"V2198",24.7135517
"V2199",56.462018
"V2200",37.09024
"V2201",56.4906712
"V2202",51.454513
"V2203",37.09024
"V2204",48.2081743
"V2205",35.5174913
"V2206",40.7127753
"V2207",39.2953618
"V2208",40.7127753
"V2209",36.1699412
"V2210",35.6947696
"V2211",36.1699412
"V2212",32.715738
"V2213",52.3555177
"V2214",29.3342457
"V2215",7.2571325
"V2216",36.1699412
"V2217",39.7589478
"V2218",11.0041072
"V2219",33.7489954
"V2220",20.0910963
"V2221",36.778261
"V2222",35.4675602
"V2223",-25.274398
"V2224",41.8781136
"V2225",34.1209292
"V2226",37.09024
"V2227",41.5532208
"V2228",39.9611755
"V2229",25.8195424
"V2230",40.3572976
"V2231",36.1699412
"V2232",36.1699412
"V2233",43.653226
"V2234",37.09024
"V2235",35.0077519
"V2236",3.139003
"V2237",37.09024
"V2238",37.8271784
"V2239",-6.792354
"V2240",38.5815719
"V2241",25.8195424
"V2242",38.9071923
"V2243",40.7127753
"V2244",51.253775
"V2245",37.7799273
"V2246",56.130366
"V2247",40.4406248
"V2248",41.8781136
"V2249",44.977753
"V2250",38.7849211
"V2251",33.7489954
"V2252",37.09024
"V2253",36.1699412
"V2254",36.1699412
"V2255",34.0522342
"V2256",42.3600825
"V2257",40.7607793
"V2258",33.1506744
"V2259",39.8406628
"V2260",18.3027447
"V2261",38.9071923
"V2262",35.4675602
"V2263",38.9071923
"V2264",32.715738
"V2265",37.9100783
"V2266",41.8780025
"V2267",38.928167
"V2268",43.653226
"V2269",38.9108325
"V2270",13.056322
"V2271",45.4215296
"V2272",40.2588686
"V2273",40.2502582
"V2274",40.7127753
"V2275",40.7127753
"V2276",37.8271784
"V2277",38.677269
"V2278",41.183578
"V2279",39.1434406
"V2280",44.9537029
"V2281",55.6760968
"V2282",37.09024
"V2283",30.2979843
"V2284",44.3148443
"V2285",38.9071923
"V2286",28.5383355
"V2287",38.9071923
"V2288",36.9741171
"V2289",33.836081
"V2290",38.9071923
"V2291",31.9685988
"V2292",37.09024
"V2293",42.6334247
"V2294",39.0457549
"V2295",38.9071923
"V2296",42.1292241
"V2297",41.8781136
"V2298",42.9572508
"V2299",38.8813958
"V2300",41.4925374
"V2301",43.8041334
"V2302",38.9071923
"V2303",34.3387802
"V2304",32.715738
"V2305",47.4741829
"V2306",29.7604267
"V2307",27.6648274
"V2308",32.6400541
"V2309",28.5383355
"V2310",39.011902
"V2311",41.2033216
"V2312",55.378051
"V2313",64.8377778
"V2314",34.9592083
"V2315",37.09024
"V2316",25.6866142
"V2317",35.714259
"V2318",39.9525839
"V2319",32.8493096
"V2320",39.0457549
"V2321",39.0997265
"V2322",47.6587802
"V2323",33.7489954
"V2324",41.7798226
"V2325",34.0522342
"V2326",37.09024
"V2327",41.9983294
"V2328",33.4483771
"V2329",44.977753
"V2330",37.09024
"V2331",33.4094657
"V2332",36.2942722
"V2333",42.7006303
"V2334",4.570868
"V2335",40.7127753
"V2336",38.9071923
"V2337",32.8323225
"V2338",40.4172871
"V2339",32.3182314
"V2340",39.9625984
"V2341",39.4142688
"V2342",41.6005448
"V2343",32.3182314
"V2344",33.7700504
"V2345",42.110962
"V2346",36.146636
"V2347",33.706157
"V2348",40.7607793
"V2349",40.6668916
"V2350",5.13151
"V2351",40.463667
"V2352",36.693687
"V2353",35.4675602
"V2354",38.5779555
"V2355",40.7127753
"V2356",33.2098407
"V2357",-33.0153481
"V2358",15.783471
"V2359",56.130366
"V2360",45.253783
"V2361",40.7127753
"V2362",34.0007104
"V2363",41.6488226
"V2364",6.5243793
"V2365",42.4733688
"V2366",51.6465
"V2367",41.2033216
"V2368",32.7157305
"V2369",-41.1555281
"V2370",38.9906657
"V2371",34.7058323
"V2372",33.7489954
"V2373",35.3272928
"V2374",44.7893446
"V2375",37.0870821
"V2376",36.778261
"V2377",38.8462236
"V2378",40.7127753
"V2379",47.6062095
"V2380",29.7604267
"V2381",39.7392358
"V2382",40.463667
"V2383",39.0911161
"V2384",41.2033216
"V2385",41.2459149
"V2386",42.3016305
"V2387",51.5073509
"V2388",38.5815719
"V2389",52.0907374
"V2390",56.130366
"V2391",41.8781136
"V2392",33.0145673
"V2393",19.4326077
"V2394",51.7520209
"V2395",6.5243793
"V2396",44.3893556
"V2397",40.4406248
"V2398",40.6781784
"V2399",26.1224386
"V2400",40.7127753
"V2401",19.5429151
"V2402",38.7892801
"V2403",35.1495343
"V2404",43.6121087
"V2405",43.4897584
"V2406",37.7218132
"V2407",43.0730517
"V2408",43.7844397
"V2409",43.1938516
"V2410",43.0389025
"V2411",35.6894875
"V2412",45.8266432
"V2413",48.2081743
"V2414",35.5174913
"V2415",27.6648274
"V2416",41.949751
"V2417",40.5939636
"V2418",33.7489954
"V2419",39.5500507
"V2420",35.0853336
"V2421",44.3893556
"V2422",40.7572529
"V2423",51.253775
"V2424",43.5890452
"V2425",34.9592083
"V2426",45.1841122
"V2427",43.653226
"V2428",36.778261
"V2429",37.09024
"V2430",45.3281948
"V2431",41.7520146
"V2432",43.0730517
"V2433",34.0522342
"V2434",37.09024
"V2435",36.1626638
"V2436",39.8422093
"V2437",39.9611755
"V2438",33.4941704
"V2439",40.6331249
"V2440",39.9611755
"V2441",39.9567548
"V2442",45.4215296
"V2443",40.7607793
"V2444",37.09024
"V2445",38.2526647
"V2446",33.7489954
"V2447",41.1595005
"V2448",23.810332
"V2449",44.9428975
"V2450",45.253783
"V2451",39.9525839
"V2452",40.0583238
"V2453",43.0730517
"V2454",37.09024
"V2455",40.4172871
"V2456",44.2619309
"V2457",43.8243118
"V2458",34.0522342
"V2459",41.6639383
"V2460",39.8422093
"V2461",27.950575
"V2462",39.0839973
"V2463",34.2331373
"V2464",39.800011
"V2465",43.7844397
"V2466",38.9071923
"V2467",40.4172871
"V2468",38.984652
"V2469",40.724487
"V2470",19.0732236
"V2471",59.3293235
"V2472",38.8816208
"V2473",53.7608608
"V2474",45.5016889
"V2475",40.0583238
"V2476",41.2033216
"V2477",38.9071923
"V2478",42.542714
"V2479",37.5621968
"V2480",40.7830603
"V2481",7.873054
"V2482",40.7127753
"V2483",38.9536174
"V2484",34.2331373
"V2485",37.09024
"V2486",42.3600825
"V2487",37.09024
"V2488",38.8984804
"V2489",-22.4638195
"V2490",38.984652
"V2491",27.6648274
"V2492",44.422498
"V2493",47.2031566
"V2494",35.0073697
"V2495",42.0039178
"V2496",12.9715987
"V2497",31.9685988
"V2498",51.5073509
"V2499",43.5448048
"V2500",38.9071923
"V2501",39.0997265
"V2502",39.2461138
"V2503",32.715738
"V2504",43.653226
"V2505",37.7749295
"V2506",32.3182314
"V2507",34.0522342
"V2508",31.9685988
"V2509",36.1626638
"V2510",40.6781784
"V2511",25.7616798
"V2512",37.3382082
"V2513",40.7127753
"V2514",40.0583238
"V2515",40.7127753
"V2516",42.8864468
"V2517",40.7127753
"V2518",37.09024
"V2519",38.1380003
"V2520",32.4609764
"V2521",40.6953437
"V2522",37.387474
"V2523",39.8289369
"V2524",37.09024
"V2525",40.6747887
"V2526",37.09024
"V2527",52.205337
"V2528",38.5200504
"V2529",46.227638
"V2530",43.661471
"V2531",43.7844397
"V2532",42.3770029
"V2533",45.253783
"V2534",43.16103
"V2535",40.7127753
"V2536",42.4072107
"V2537",56.130366
"V2538",35.189443
"V2539",37.09024
"V2540",43.0789942
"V2541",41.6032207
"V2542",33.7748275
"V2543",41.2392227
"V2544",46.8796822
"V2545",-35.846407
"V2546",37.1630363
"V2547",29.7604267
"V2548",35.9798734
"V2549",32.8284847
"V2550",37.09024
"V2551",-35.675147
"V2552",39.074208
"V2553",33.7589188
"V2554",41.308274
"V2555",28.0836269
"V2556",41.9928724
"V2557",51.5073509
"V2558",18.0110768
"V2559",39.132015
"V2560",56.26392
"V2561",47.7510741
"V2562",30.097643
"V2563",38.8026097
"V2564",34.0522342
"V2565",12.0935729
"V2566",3.139003
"V2567",64.2008413
"V2568",49.69349
"V2569",40.910733
"V2570",35.6619685
"V2571",26.1224386
"V2572",32.7554883
"V2573",37.09024
"V2574",42.715494
"V2575",40.2671941
"V2576",35.4689984
"V2577",44.3148443
"V2578",37.09024
"V2579",37.2232316
"V2580",33.6594835
"V2581",27.6648274
"V2582",31.9685988
"V2583",33.6594835
"V2584",37.09024
"V2585",42.7875235
"V2586",27.7428134
"V2587",36.778261
"V2588",31.9685988
"V2589",37.09024
"V2590",38.9822282
"V2591",39.7253276
"V2592",40.7830603
"V2593",43.16103
"V2594",38.9071923
"V2595",47.6062095
"V2596",34.1140497
"V2597",37.09024
"V2598",53.544389
"V2599",31.9685988
"V2600",45.4186218
"V2601",37.7749295
"V2602",38.8791783
"V2603",33.4483771
"V2604",41.8781136
"V2605",39.0457549
"V2606",37.09024
"V2607",40.9172208
"V2608",47.6062095
"V2609",27.6648274
"V2610",37.09024
"V2611",37.09024
"V2612",34.2163937
"V2613",27.8428025
"V2614",44.3148443
"V2615",37.09024
"V2616",46.8138783
"V2617",51.253775
"V2618",34.0151366
"V2619",38.0405837
"V2620",51.537142
"V2621",34.61877
"V2622",44.3148443
"V2623",47.6147023
"V2624",39.0066993
"V2625",34.0489281
"V2626",43.661471
"V2627",47.6062095
"V2628",43.2557206
"V2629",47.76095
"V2630",35.9940329
"V2631",33.6594835
"V2632",31.9685988
"V2633",37.09024
"V2634",36.9685219
"V2635",43.0481221
"V2636",27.6648274
"V2637",44.7630567
"V2638",40.7127753
"V2639",39.0169509
"V2640",32.603865
"V2641",53.544389
"V2642",37.09024
"V2643",44.5645659
"V2644",31.9685988
"V2645",19.4326077
"V2646",5.5482904
"V2647",37.09024
"V2648",1.352083
"V2649",35.5174913
"V2650",44.9537029
"V2651",41.1399814
"V2652",43.9695148
"V2653",40.4406248
"V2654",26.1275862
"V2655",34.728002
"V2656",41.3163244
"V2657",37.09024
"V2658",44.9374831
"V2659",38.5449065
"V2660",42.2917069
"V2661",43.6187102
"V2662",39.0457549
"V2663",40.0583238
"V2664",37.2248982
"V2665",44.9374831
"V2666",33.4483771
"V2667",38.9071923
"V2668",35.7595731
"V2669",32.9210902
"V2670",18.220833
"V2671",37.9642529
"V2672",39.1434406
"V2673",37.09024
"V2674",51.5073509
"V2675",26.2034071
"V2676",40.4172871
"V2677",43.3623436
"V2678",37.09024
"V2679",42.4999942
"V2680",40.7281575
"V2681",27.6648274
"V2682",35.7795897
"V2683",42.4072107
"V2684",38.9071923
"V2685",38.9071923
"V2686",44.6487635
"V2687",37.09024
"V2688",37.8715926
"V2689",29.7604267
"V2690",34.3988838
"V2691",38.9071923
"V2692",38.9071923
"V2693",33.7489954
"V2694",41.2523634
"V2695",31.9685988
"V2696",36.8007413
"V2697",29.831134
"V2698",37.7749295
"V2699",36.778261
"V2700",40.7127753
"V2701",41.5933696
"V2702",33.7489954
"V2703",40.5947441
"V2704",44.3148443
"V2705",39.011902
"V2706",28.5383355
"V2707",39.4142688
"V2708",35.5174913
"V2709",38.9071923
"V2710",44.9635738
"V2711",55.953252
"V2712",44.3148443
"V2713",43.7764258
"V2714",43.6795314
"V2715",42.9011711
"V2716",43.2557206
"V2717",27.425129
"V2718",33.7489954
"V2719",40.4172871
"V2720",32.3909071
"V2721",61.2180556
"V2722",37.09024
"V2723",31.9685988
"V2724",37.09024
"V2725",35.0077519
"V2726",38.5449065
"V2727",52.3555177
"V2728",40.7282239
"V2729",51.253775
"V2730",44.0324787
"V2731",33.4483771
"V2732",35.7595731
"V2733",37.09024
"V2734",55.9589866
"V2735",32.1656221
"V2736",35.9606384
"V2737",38.5815719
"V2738",38.5815719
"V2739",24.7480292
"V2740",47.6062095
"V2741",42.3149367
"V2742",27.8617347
"V2743",43.5911679
"V2744",39.7392358
"V2745",35.9131996
"V2746",31.9685988
"V2747",43.5890452
"V2748",40.7127753
"V2749",42.3600825
"V2750",45.2617806
"V2751",42.3600825
"V2752",43.6187102
"V2753",45.4215296
"V2754",37.5407246
"V2755",33.556215
"V2756",42.4184296
"V2757",43.5448048
"V2758",43.653226
"V2759",39.9611755
"V2760",38.7521235
"V2761",50.4452112
"V2762",42.3600825
"V2763",36.778261
"V2764",40.0583238
"V2765",38.9071923
"V2766",37.7799273
"V2767",38.423734
"V2768",34.0522342
"V2769",40.7127753
"V2770",40.6314858
"V2771",35.7595731
"V2772",32.1656221
"V2773",43.653226
"V2774",34.1975048
"V2775",12.9667498
"V2776",42.3600825
"V2777",38.8816208
"V2778",43.6375818
"V2779",53.0003079
"V2780",37.8043637
"V2781",46.818188
"V2782",37.09024
"V2783",56.130366
"V2784",42.3600825
"V2785",40.7127753
"V2786",41.8781136
"V2787",40.4128551
"V2788",18.5204303
"V2789",53.9599651
"V2790",40.7127753
"V2791",36.778261
"V2792",35.9131996
"V2793",43.0962143
"V2794",37.09024
"V2795",38.9071923
"V2796",32.715738
"V2797",33.4151843
"V2798",53.544389
"V2799",44.9374831
"V2800",37.0965278
"V2801",35.7595731
"V2802",43.653226
"V2803",43.5448048
"V2804",35.9131996
"V2805",42.5847425
"V2806",43.5448048
"V2807",43.5448048
"V2808",40.7127753
"V2809",33.6845673
"V2810",38.9071923
"V2811",40.7756184
"V2812",35.9131996
"V2813",41.7203492
"V2814",39.6837226
"V2815",43.5448048
"V2816",41.8781136
"V2817",45.4215296
"V2818",43.2509279
"V2819",38.9071923
"V2820",43.653226
"V2821",29.7604267
"V2822",40.2731911
"V2823",20.653407
"V2824",40.8447819
"V2825",40.4406248
"V2826",42.3600825
"V2827",42.2625932
"V2828",44.801485
"V2829",52.132633
"V2830",55.953252
"V2831",33.8847361
"V2832",41.7055716
"V2833",40.7989473
"V2834",-1.2920659
"V2835",36.1699412
"V2836",36.204824
"V2837",62.4113634
"V2838",52.0406224
"V2839",35.7686517
"V2840",37.09024
"V2841",44.4716525
"V2842",44.6082465
"V2843",42.365854
"V2844",40.7127753
"V2845",43.653226
"V2846",37.9100783
"V2847",40.3025907
"V2848",-25.7478676
"V2849",38.8338816
"V2850",44.3893556
"V2851",-25.274398
"V2852",38.9071923
"V2853",28.5383355
"V2854",51.253775
"V2855",-33.9248685
"V2856",51.3491996
"V2857",55.378051
"V2858",-25.274398
"V2859",37.2707022
"V2860",37.775454
"V2861",29.7604267
"V2862",28.413638
"V2863",51.5073509
"V2864",33.7748275
"V2865",40.6331249
"V2866",49.895136
"V2867",32.3199396
"V2868",38.9071923
"V2869",62.2786475
"V2870",37.09024
"V2871",28.394857
"V2872",37.7749295
"V2873",36.1699412
"V2874",38.9517053
"V2875",53.9332706
"V2876",41.8781136
"V2877",41.8096201
"V2878",41.58551
"V2879",43.5944677
"V2880",38.9175519
"V2881",34.0489281
"V2882",44.3148443
"V2883",53.544389
"V2884",41.8781136
"V2885",42.4072107
"V2886",37.7749295
"V2887",34.0522342
"V2888",37.5407246
"V2889",44.5836295
"V2890",39.0997265
"V2891",38.8813958
"V2892",44.3148443
"V2893",41.8919353
"V2894",41.6005448
"V2895",37.09024
"V2896",36.778261
"V2897",43.1435564
"V2898",43.653226
"V2899",30.3321838
"V2900",38.9071923
"V2901",32.2987573
"V2902",42.6525793
"V2903",40.7933949
"V2904",44.3893556
"V2905",49.4091042
"V2906",41.8781136
"V2907",37.568694
"V2908",31.9685988
"V2909",33.4483771
"V2910",40.0583238
"V2911",43.7844397
"V2912",40.2677539
"V2913",44.4654332
"V2914",32.7766642
"V2915",41.8397865
"V2916",43.653226
"V2917",33.4151843
"V2918",18.109581
"V2919",40.6214551
"V2920",40.4167754
"V2921",40.7607793
"V2922",38.9071923
"V2923",39.7392358
"V2924",39.1836082
"V2925",37.9922399
"V2926",27.2730492
"V2927",35.1982836
"V2928",34.1808392
"V2929",40.9256538
"V2930",44.3893556
"V2931",44.3893556
"V2932",-35.2809368
"V2933",53.544389
"V2934",47.516231
"V2935",40.7127753
"V2936",36.1023715
"V2937",39.2903848
"V2938",46.0645809
"V2939",33.5311541
"V2940",40.615537
"V2941",23.634501
"V2942",28.5919506
"V2943",43.0166806
"V2944",42.3600825
"V2945",37.09024
"V2946",30.267153
"V2947",38.8591667
"V2948",56.8147355
"V2949",46.729553
"V2950",30.0363105
"V2951",40.7127753
"V2952",42.3600825
"V2953",33.5969248
"V2954",40.7127753
"V2955",39.5500507
"V2956",38.9784453
"V2957",35.9131996
"V2958",12.4317585
"V2959",40.7127753
"V2960",37.3860517
"V2961",40.7127753
"V2962",47.6654393
"V2963",22.979771
"V2964",40.8093788
"V2965",38.9071923
"V2966",38.0293059
"V2967",36.1023715
"V2968",42.9783944
"V2969",7.369722
"V2970",38.5815719
"V2971",43.0730517
"V2972",39.0169509
"V2973",42.2011538
"V2974",41.1543623
"V2975",41.5236437
"V2976",50.3463355
"V2977",41.04422
"V2978",37.7527982
"V2979",30.4142478
"V2980",37.09024
"V2981",41.127833
"V2982",41.8781136
"V2983",49.7702994
"V2984",41.8781136
"V2985",39.9525839
"V2986",38.8048355
"V2987",42.1945758
"V2988",39.2903848
"V2989",30.627977
"V2990",39.7392358
"V2991",41.8781136
"V2992",41.6005448
"V2993",42.2528649
"V2994",40.2653681
"V2995",40.6993303
"V2996",35.7273509
"V2997",41.8781136
"V2998",39.3209801
"V2999",47.6062095
"V21000",38.9071923
"V21001",37.09024
"V21002",53.9332706
"V21003",43.653226
"V21004",46.729553
"V21005",38.0293059
"V21006",39.2903848
"V21007",40.8257625
"V21008",38.9071923
"V21009",45.5230622
"V21010",32.7554883
"V21011",42.9849233
"V21012",54.5259614
"V21013",41.3392232
"V21014",41.8780025
"V21015",39.5296329
"V21016",39.0839973
"V21017",47.6062095
"V21018",10.6705468
"V21019",41.8781136
"V21020",33.836081
"V21021",42.9633599
"V21022",29.6516344
"V21023",37.09024
"V21024",-38.358256
"V21025",43.450301
"V21026",39.7817213
"V21027",-34.45
"V21028",43.0389025
"V21029",42.8336205
"V21030",43.0389025
"V21031",44.3893556
"V21032",42.9849233
"V21033",52.0406224
"V21034",41.3850639
"V21035",41.1115472
"V21036",41.8781136
"V21037",-25.274398
"V21038",41.1579438
"V21039",-37.8136276
"V21040",-25.274398
"V21041",53.1423672
"V21042",41.8781136
"V21043",34.2331373
"V21044",34.2331373
"V21045",43.3616211
"V21046",34.0522342
"V21047",46.5180824
"V21048",40.4172871
"V21049",40.0149856
"V21050",37.09024
"V21051",39.4142688
"V21052",33.7489954
"V21053",36.5692952
"V21054",-25.274398
"V21055",41.2033216
"V21056",51.5073509
"V21057",42.4607319
"V21058",38.253749
"V21059",37.09024
"V21060",29.4241219
"V21061",35.20105
"V21062",32.7562463
"V21063",39.011902
"V21064",53.496115
"V21065",40.7127753
"V21066",29.7604267
"V21067",40.1164204
"V21068",40.7127753
"V21069",29.7604267
"V21070",40.7607793
"V21071",35.108493
"V21072",39.6417629
"V21073",43.2557206
"V21074",55.070859
"V21075",48.8460926
"V21076",37.09024
"V21077",34.0522342
"V21078",37.09024
"V21079",29.5074538
"V21080",40.7607793
"V21081",46.729553
"V21082",46.729553
"V21083",40.96342
"V21084",40.7598227
"V21085",45.4215296
"V21086",44.9211836
"V21087",28.182893
"V21088",41.7317884
"V21089",35.9606384
"V21090",39.2903848
"V21091",40.7127753
"V21092",41.4925374
"V21093",41.308274
"V21094",36.778261
"V21095",39.0997265
"V21096",42.3600825
"V21097",37.09024
"V21098",47.6062095
"V21099",40.7127753
"V21100",38.4852928
"V21101",38.9071923
"V21102",34.0760558
"V21103",40.7127753
"V21104",43.653226
"V21105",37.8393332
"V21106",44.3893556
"V21107",43.1314966
"V21108",37.09024
"V21109",42.1014831
"V21110",37.2283843
"V21111",40.4862157
"V21112",38.9071923
"V21113",42.976935
"V21114",34.6059253
"V21115",30.4857326
"V21116",43.9695148
"V21117",33.7489954
"V21118",39.9525839
"V21119",31.7618778
"V21120",23.634501
"V21121",36.0726354
"V21122",47.6062095
"V21123",39.9525839
"V21124",30.267153
"V21125",40.5795317
"V21126",39.5297824
"V21127",43.7844397
"V21128",29.7604267
"V21129",47.7510741
"V21130",40.0583238
"V21131",48.954408
"V21132",44.6487635
"V21133",45.6299647
"V21134",37.09024
"V21135",44.3148443
"V21136",45.3349046
"V21137",36.0678324
"V21138",34.0522342
"V21139",29.7385174
"V21140",47.6062095
"V21141",41.7435073
"V21142",37.0870821
"V21143",37.09024
"V21144",44.977753
"V21145",33.5967091
"V21146",45.6502392
"V21147",40.7127753
"V21148",35.20105
"V21149",40.7127753
"V21150",43.7844397
"V21151",39.1031182
"V21152",43.653226
"V21153",40.4172871
"V21154",39.0997265
"V21155",27.9202202
"V21156",54.5259614
"V21157",40.4406248
"V21158",46.818188
"V21159",40.0583238
"V21160",37.4315734
"V21161",-25.274398
"V21162",34.0522342
"V21163",44.3893556
"V21164",43.3255196
"V21165",43.653226
"V21166",41.6262707
"V21167",43.9593373
"V21168",39.0997265
"V21169",29.6516344
"V21170",40.6331249
"V21171",39.9611755
"V21172",26.8233946
"V21173",34.0522342
"V21174",36.1699412
"V21175",40.7127753
"V21176",43.0730517
"V21177",35.0853336
"V21178",44.2642998
"V21179",38.9071923
